schema,sql_query,natural_language_query
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT d.DepartmentName, e.JobTitle, COUNT(e.EmployeeID) AS EmployeeCount FROM department_3001 d JOIN employee_3002 e ON d.DepartmentID = e.DepartmentID GROUP BY d.DepartmentName, e.JobTitle HAVING COUNT(e.EmployeeID) > 1;","List the names of departments and job titles where there are more than one employee, along with the count of employees in each department for those job titles."
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT d.DepartmentName, AVG(e.Salary) AS AverageSalary FROM department_3001 d JOIN employee_3002 e ON d.DepartmentID = e.DepartmentID GROUP BY d.DepartmentName ORDER BY AverageSalary DESC;",Find the average salary of employees in each department and list the departments in order from highest to lowest average salary.
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName FROM employee_3002 e WHERE e.Salary < (SELECT MIN(Salary) FROM employee_3002);",Find the first and last names of employees who earn less than the lowest salary among all employees.
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, MAX(s.SalaryAmount) AS MaxSalary FROM employee_3002 e JOIN salary_history_3003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID HAVING MAX(s.SalaryAmount) > 90000;","Find the first and last names of employees who have a maximum salary greater than 90,000."
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName FROM employee_3002 e WHERE EXISTS (SELECT 1 FROM salary_history_3003 s WHERE s.EmployeeID = e.EmployeeID AND s.SalaryAmount > 75000);","Find the first and last names of employees who have a salary history showing an amount greater than 75,000."
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT d.DepartmentID, AVG(s.SalaryAmount) AS AverageSalary FROM department_3001 d JOIN employee_3002 e ON d.DepartmentID = e.DepartmentID JOIN salary_history_3003 s ON e.EmployeeID = s.EmployeeID GROUP BY d.DepartmentID HAVING AVG(s.SalaryAmount) > 60000;","Determine the average salary for each department and list those departments where the average salary exceeds 60,000."
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, e.JobTitle FROM employee_3002 e WHERE e.EmployeeID IN (SELECT EmployeeID FROM salary_history_3003 WHERE EffectiveDate = (SELECT MAX(EffectiveDate) FROM salary_history_3003 WHERE EmployeeID = e.EmployeeID));","Find the first names, last names, and job titles of employees who have a salary history recorded for the most recent effective date."
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, d.DepartmentName FROM employee_3002 e LEFT JOIN department_3001 d ON e.DepartmentID = d.DepartmentID WHERE d.DepartmentName IS NULL;",Find the first and last names of employees who do not belong to any department.
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, COUNT(s.SalaryID) AS SalaryHistoryCount FROM employee_3002 e LEFT JOIN salary_history_3003 s ON e.EmployeeID = s.EmployeeID GROUP BY e.EmployeeID HAVING COUNT(s.SalaryID) > 3;",List the first and last names of employees who have more than three recorded salary history entries.
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
","SELECT e.FirstName, e.LastName, d.DepartmentName FROM employee_3002 e JOIN department_3001 d ON e.DepartmentID = d.DepartmentID WHERE e.Salary > (SELECT AVG(Salary) FROM employee_3002 WHERE DepartmentID = e.DepartmentID) AND d.DepartmentName LIKE 'Marketing%';",List the first and last names of employees who work in departments with names starting with 'Marketing' and have a salary higher than the average salary of other employees in their department.
"CREATE TABLE department_3001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_3002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""DepartmentID"" INTEGER,
  ""JobTitle"" TEXT,
  ""Salary"" REAL,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_3001(""DepartmentID"")
);

CREATE TABLE salary_history_3003 (
  ""SalaryID"" INTEGER PRIMARY KEY,
  ""EmployeeID"" INTEGER,
  ""SalaryAmount"" REAL,
  ""EffectiveDate"" TIMESTAMP,
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_3002(""EmployeeID"")
)
",SELECT AVG(s.SalaryAmount) FROM salary_history_3003 s WHERE s.EmployeeID IN (SELECT EmployeeID FROM employee_3002 WHERE JobTitle = 'Manager');,Calculate the average salary amount for all employees who have the job title of 'Manager'.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM department_4001,"""Retrieve all the information about the departments."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM employee_4002,"""Retrieve all information about all employees in the database."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT EmployeeID, FirstName, LastName FROM employee_4002 WHERE JobTitle = 'Manager'","Find the IDs, first names, and last names of all employees who have the job title of 'Manager.'"
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT DepartmentName FROM department_4001 WHERE DepartmentID = 1,Find the name of the department that has the ID of 1.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT FirstName, LastName FROM employee_4002 WHERE DepartmentID = 2",Retrieve the first and last names of employees who work in department number 2.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT * FROM employee_4002 WHERE EmployeeID IN (1, 2, 3)","Retrieve the information for employees with the IDs 1, 2, and 3."
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT DISTINCT DepartmentID FROM employee_4002,List all the unique Department IDs from the employee records.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT FirstName, LastName FROM employee_4002 ORDER BY LastName","""List the first and last names of all employees, sorted by their last names."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT COUNT(*) FROM employee_4002 WHERE DepartmentID = 3,"""Count the number of employees who work in department 3."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT e.FirstName, e.LastName, d.DepartmentName FROM employee_4002 e JOIN department_4001 d ON e.DepartmentID = d.DepartmentID",Retrieve the first and last names of employees along with the names of the departments they belong to.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT FirstName || ' ' || LastName AS FullName FROM employee_4002,Retrieve the full names of all employees by combining their first and last names.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT COUNT(*) FROM employee_4002 WHERE JobTitle LIKE 'Dev%',"Count the number of employees whose job title begins with ""Dev""."
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT DepartmentID, COUNT(*) AS NumEmployees FROM employee_4002 GROUP BY DepartmentID","""Count how many employees work in each department and list the department IDs along with the number of employees in those departments."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM employee_4002 WHERE LastName LIKE 'S%',Retrieve all information about employees whose last names start with the letter 'S'.
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT DISTINCT JobTitle FROM employee_4002,"""List all unique job titles of employees."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
","SELECT e.FirstName, e.LastName, d.DepartmentName FROM employee_4002 e LEFT JOIN department_4001 d ON e.DepartmentID = d.DepartmentID","""Get the first and last names of all employees along with the names of their respective departments, including employees who may not belong to any department."""
"CREATE TABLE department_4001 (
  ""DepartmentID"" INTEGER PRIMARY KEY,
  ""DepartmentName"" TEXT
);

CREATE TABLE employee_4002 (
  ""EmployeeID"" INTEGER PRIMARY KEY,
  ""FirstName"" TEXT,
  ""LastName"" TEXT,
  ""JobTitle"" TEXT,
  ""DepartmentID"" INTEGER,
  FOREIGN KEY (""DepartmentID"") REFERENCES department_4001(""DepartmentID"")
);

CREATE TABLE employee_projects_4003 (
  ""EmployeeID"" INTEGER,
  ""ProjectID"" INTEGER,
  ""Role"" TEXT,
  ""StartDate"" TIMESTAMP,
  ""EndDate"" TIMESTAMP,
  PRIMARY KEY (""EmployeeID"", ""ProjectID""),
  FOREIGN KEY (""EmployeeID"") REFERENCES employee_4002(""EmployeeID""),
  FOREIGN KEY (""ProjectID"") REFERENCES project_2003(""ProjectID"")
)
",SELECT * FROM employee_4002 WHERE EmployeeID > 5,Retrieve the information of all employees whose EmployeeID is greater than 5.
