schema,mongo_query,natural_language_query,additional_info
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""involved_persons"": {""$elemMatch"": {""gender"": ""female"", ""age"": {""$gte"": 20, ""$lte"": 30}}}})",List incidents that involved a female aged between 20 and 30.,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""timestamp"": {""$gte"": ISODate(""2024-01-01T00:00:00Z""), ""$lt"": ISODate(""2024-02-01T00:00:00Z"")}}).sort({""timestamp"": -1}).limit(10)",Retrieve the most recent 10 reports from January 2024.,timestamp: 2024-01-15T14:00:00Z
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""involved_persons.1"": {""$exists"": true}})",Show reports with multiple persons involved.,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""vehicles_involved.license_plate"": {""$regex"": ""^XYZ""}})",List incidents where the license plate starts with 'XYZ'.,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""vehicles_involved.vehicle_id"": {""$regex"": ""^A1""}})",Retrieve incident details for vehicle IDs starting with 'A1'.,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""vehicles_involved.color"": ""black""}).sort({""timestamp"": -1}).limit(1)",Find the latest incident involving a black car.,na
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""timestamp"": {""$gte"": ISODate(""2024-02-20T00:00:00Z""), ""$lt"": ISODate(""2024-02-21T00:00:00Z"")}})","Get all reports of accidents on February 20, 2024.",timestamp: 2024-02-20T00:00:00Z
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""timestamp"": {""$gte"": ISODate(""2024-01-01T00:00:00Z""), ""$lt"": ISODate(""2024-02-01T00:00:00Z"")}, ""involved_persons.gender"": {""$exists"": true}})",Find any incidents involving pedestrians in January 2024.,timestamp: 2024-01-10T09:00:00Z
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""vehicles_involved.speed"": {""$gt"": 120}, ""timestamp"": {""$gte"": ISODate('2024-02-01T00:00:00Z'), ""$lt"": ISODate('2024-03-01T00:00:00Z')}})",Get reports with speed records above 120 km/h for February 2024.,timestamp: 2024-02-15T10:30:00Z
"{""collections"": [{""name"": ""traffic_incident_reports"", ""document"": {""properties"": {""report_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each incident report""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Timestamp of when the incident was reported""}, ""location"": {""bsonType"": ""string"", ""description"": ""Description of the incident location""}, ""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the incident on a scale from 1 to 5""}, ""vehicles_involved"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""vehicle_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each vehicle""}, ""make"": {""bsonType"": ""string"", ""description"": ""Make of the vehicle (e.g., Ford, Toyota)""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}, ""speed"": {""bsonType"": ""double"", ""description"": ""Speed of the vehicle at the time of the incident""}}}}, ""involved_persons"": {""bsonType"": ""array"", ""items"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for each person involved""}, ""age"": {""bsonType"": ""int"", ""description"": ""Age of the person""}, ""gender"": {""bsonType"": ""string"", ""description"": ""Gender of the person""}, ""appearance"": {""bsonType"": ""string"", ""description"": ""Description of the person's appearance""}}}}, ""description"": {""bsonType"": ""string"", ""description"": ""Narrative description of the incident""}}}}], ""version"": 1}","db.traffic_incident_reports.find({""timestamp"": {""$gte"": ISODate(""2024-03-15T14:00:00Z"")}})",Show all incidents from the last 30 minutes.,timestamp: 2024-03-15T14:30:00Z
"{""collections"": [{""name"": ""traffic_monitoring"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera monitoring the area""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}}, ""person"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""other""], ""description"": ""Gender of the person""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Dominant color of the person's clothing""}}}, ""alert"": {""bsonType"": ""object"", ""properties"": {""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the traffic event""}, ""anomaly_score"": {""bsonType"": ""double"", ""description"": ""Score representing anomaly detection confidence""}}}, ""location"": {""bsonType"": ""object"", ""properties"": {""zone_name"": {""bsonType"": ""string"", ""description"": ""Name of the monitored zone""}, ""traffic_light_status"": {""bsonType"": ""string"", ""enum"": [""red"", ""green"", ""yellow""], ""description"": ""Current status of the traffic lights""}}}}}}], ""version"": 1}","db.traffic_monitoring.find({""person.clothing_color"": ""red""})",Retrieve incidents where a person wearing red clothing was detected,na
"{""collections"": [{""name"": ""traffic_monitoring"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera monitoring the area""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}}, ""person"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""other""], ""description"": ""Gender of the person""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Dominant color of the person's clothing""}}}, ""alert"": {""bsonType"": ""object"", ""properties"": {""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the traffic event""}, ""anomaly_score"": {""bsonType"": ""double"", ""description"": ""Score representing anomaly detection confidence""}}}, ""location"": {""bsonType"": ""object"", ""properties"": {""zone_name"": {""bsonType"": ""string"", ""description"": ""Name of the monitored zone""}, ""traffic_light_status"": {""bsonType"": ""string"", ""enum"": [""red"", ""green"", ""yellow""], ""description"": ""Current status of the traffic lights""}}}}}}], ""version"": 1}","db.traffic_monitoring.find({""location.zone_name"": ""Central Park""}).sort({""alert.anomaly_score"": -1}).limit(5)",Retrieve the top 5 highest anomaly scores from events in zone 'Central Park',na
"{""collections"": [{""name"": ""traffic_monitoring"", ""document"": {""properties"": {""event_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the traffic event""}, ""camera_id"": {""bsonType"": ""string"", ""description"": ""Identifier for the camera monitoring the area""}, ""timestamp"": {""bsonType"": ""date"", ""description"": ""Date and time when the event was recorded""}, ""vehicle"": {""bsonType"": ""object"", ""properties"": {""make"": {""bsonType"": ""string"", ""description"": ""Brand of the vehicle""}, ""model"": {""bsonType"": ""string"", ""description"": ""Model of the vehicle""}, ""year"": {""bsonType"": ""int"", ""description"": ""Manufacturing year of the vehicle""}, ""color"": {""bsonType"": ""string"", ""description"": ""Color of the vehicle""}, ""license_plate"": {""bsonType"": ""string"", ""description"": ""License plate number of the vehicle""}}}, ""person"": {""bsonType"": ""object"", ""properties"": {""person_id"": {""bsonType"": ""string"", ""description"": ""Unique identifier for the person involved""}, ""gender"": {""bsonType"": ""string"", ""enum"": [""male"", ""female"", ""other""], ""description"": ""Gender of the person""}, ""clothing_color"": {""bsonType"": ""string"", ""description"": ""Dominant color of the person's clothing""}}}, ""alert"": {""bsonType"": ""object"", ""properties"": {""severity_level"": {""bsonType"": ""int"", ""description"": ""Severity of the traffic event""}, ""anomaly_score"": {""bsonType"": ""double"", ""description"": ""Score representing anomaly detection confidence""}}}, ""location"": {""bsonType"": ""object"", ""properties"": {""zone_name"": {""bsonType"": ""string"", ""description"": ""Name of the monitored zone""}, ""traffic_light_status"": {""bsonType"": ""string"", ""enum"": [""red"", ""green"", ""yellow""], ""description"": ""Current status of the traffic lights""}}}}}}], ""version"": 1}","db.traffic_monitoring.find({""location.traffic_light_status"": ""red""})",Show all vehicle detections where the traffic light was red,na
